Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
MYBL2,-1.0105906036809547,6.3950195907057,-6.877581363225868,5.5297822302282895e-11,2.0434053463119956e-8,14.510449338003678
TRMT9B,1.7642708238747642,2.0677723032124087,6.819029074203872,7.774356972739004e-11,2.6780683239652122e-8,14.261841441372155
AC006116.2,1.9109470050411876,-2.101660334203378,6.784071452240056,9.519624958641703e-11,3.171751764908754e-8,13.631887729194295
AL390755.2,2.313134317935443,-0.5123984425773428,6.764261924579802,1.0674191783109182e-10,3.386281188877645e-8,13.776073539763923
AK8,1.2955705897154672,2.525759486385453,6.761752121073202,1.0829968376158578e-10,3.386281188877645e-8,13.956779795997853
AC013724.1,2.9747901022038166,-0.8038178146978511,6.74216711958789,1.2124862315614614e-10,3.733722753068961e-8,13.674772157155205
GPR83,2.196810774838962,-0.25282965428757403,6.712786384228952,1.4357865980773535e-10,4.291312767547666e-8,13.508870892214407
ABHD12B,2.420207316700044,0.0957802912519115,6.691852121658991,1.6190989445755265e-10,4.700938135650429e-8,13.449957124821362
CFD,-1.4602473408310466,2.5809095721211883,-6.656317240624662,1.9843301062286687e-10,5.449935821485333e-8,13.376720113880348
CXCL13,-2.9257037294101234,0.610819510922794,-6.628408705709109,2.3269329482247264e-10,6.222708584173597e-8,13.13324321633473
SAMD12,1.0194891638173362,4.083764790214879,6.611877671722573,2.556625870147383e-10,6.74816417985395e-8,13.117377171069794
HASPIN,-1.0266509560003723,1.6850897285990938,-6.582705797989306,3.017535752138903e-10,7.571406990922353e-8,12.939185292657593
RGS7BP,1.8620472481422856,-0.013755317989875232,6.55642884181003,3.5020156692012286e-10,8.47321029295783e-8,12.712774773731173
CCDC170,1.520252987123305,3.6861724601774952,6.552373413060607,3.583300993619379e-10,8.511106558060859e-8,12.782984172122058
LINC01948,1.1935424652493487,2.069383339414688,6.5264023934632,4.149595912898589e-10,9.475998576825946e-8,12.654811090207343
THSD4,1.7980713478822912,5.944130102561167,6.47761919340108,5.460786339885017e-10,1.1835611547260867e-7,12.304083432507237
ERP27,1.868699868470507,2.7610544439139137,6.46990938021432,5.702276136974661e-10,1.1996750618448932e-7,12.364228319768294
